Category,Name,Latitude,Longitude
Competition,Burj Bank Limited,24.9151692,67.0583582
Competition,Dubai Islamic Bank,24.9180929,67.0622072
Competition,National Savings Centre,24.9153036,67.0646939
Competition,Askari Bank,24.9161125,67.0555268
Competition,Faysal Bank,24.9032238,67.1837763
Competition,National Bank of Pakistan (NBP),24.9030176,67.1853269
Competition,e-Sahulat,24.9014262,67.1843335
Competition,Allied Bank Sehar Commercial,24.8142936,67.069488
Competition,Askari Bank Ltd Khayaban-e-Seher Branch,24.8140939,67.0697442
Competition,NBP Islamic Banking,24.8134585,67.0705102
Competition,Allied Bank Khayaban E Shahbax,24.8149174,67.0679223
Competition,Bank Alfalah,24.8099682,67.0696785
Competition,HBL Bank,24.813918,67.0699017
Competition,Habib Metro Bank,24.8158109,67.0707309
Competition,Standard Chartered Bank,24.8274666,67.0364525
Competition,National Bank of Pakistan (NBP),24.8292541,67.035182
Competition,Askari Bank Limited,24.8300436,67.0350615
Competition,Askari Bank,24.8264445,67.0355087
Competition,MCB Bank Limited,24.8270741,67.0356426
Competition,Faysal Bank,24.8340858,67.0347683
Competition,National Bank of Pakistan (NBP),24.8749572,67.0617381
Competition,MCB Bank,24.8779044,67.0595196
Competition,MCB Bank,24.877515,67.0587235
Competition,Bank AL Habib,24.928118,67.0420927
Competition,Habib Bank,24.8754033,67.0619773
Competition,Bank Alfalah,24.8762869,67.0602874
Competition,Bank Alfalah,24.8762725,67.0601892
Competition,Burj Bank Limited,24.8763739,67.060103
Competition,Dawood Islamic Bank,24.8763981,67.0600377
Competition,Askari Bank,24.8787194,67.0655882
Competition,Habib Metropolitan Bank,24.8775202,67.0592708
Competition,HBL Bank Ltd,24.8776206,67.0589553
Competition,Habib Bank Goth Ibrahim Haidri,24.7930472,67.137012
Competition,Sindh Bank Ibrahim Hyderi Branch,24.7931098,67.1369053
Competition,MCB Bank,24.8235577,66.9801505
Competition,National Bank of Pakistan (NBP),24.8233541,66.9810576
Competition,"allied bank keamari branch, Karachi, Pakistan",24.8248993,66.9813924
Competition,United Bank Limited - Keamari Branch,24.8230817,66.978762
Competition,Habib Metro Bank,24.8225598,66.9820992
Competition,HBL Keamari Branch,24.8226244,66.982279
Competition,Standard Chartered Bank - Korangi Branch,24.8351804,67.100031
Competition,HabibMetro Bank,24.8351618,67.1002784
Competition,MCB Islamic Banking Korangi Industrial Area.-1932,24.8343203,67.1006241
Competition,MCB Bank Limited,24.8352872,67.0996857
Competition,Dubai Islamic Bank,24.8340701,67.1001229
Competition,Allied Bank Limited,24.8340227,67.1001108
Competition,Bank AL Habib,24.929835,67.0563489
Competition,Soneri Bank,24.8353773,67.1016048
Competition,KARTI Hub Station GCS,24.8339737,67.1001654
Competition,Bank Alfalah,24.8339521,67.100088
Competition,Habib Bank Limited,24.8338858,67.1001065
Competition,United Bank Limited,24.837669,67.0993934
Competition,Habib Bank,24.8849721,67.1291921
Competition,Al Baraka,24.874494,67.0729709
Competition,BankIslami,24.8376787,67.1130002
Competition,Bank AL Habib,24.9346667,67.1051413
Competition,Faysal Bank,24.8377134,67.1131708
Competition,National Bank of Pakistan (NBP),24.8381395,67.1203321
Competition,Silkbank,24.8374012,67.1160015
Competition,Askari Comercial Bank,24.8381313,67.1200249
Competition,Faysal Bank,24.8377217,67.1131513
Competition,National Bank,24.8379938,67.1202319
Competition,MCB Bank Korangi Industrial area Branch,24.8381386,67.1214232
Competition,Allied Bank Limited,25.0214516,67.1272397
Competition,Al Baraka Bank,25.0191401,67.1258798
Competition,Bank AL Habib,24.9349032,67.0779963
Competition,Sindh Bank,25.0188843,67.1260786
Competition,Faysal Bank Maymar Branch,25.0223587,67.1280732
Competition,Allied Bank Sidco Centre Branch,24.8538517,67.0265298
Competition,SAMBA Bank Ltd Head Office,24.8540793,67.0263635
Competition,MCB Sidco Center Branch,24.8541645,67.0263048
Competition,NIT-IFC,24.8545034,67.0255199
Competition,National Bank of Pakistan (NBP),24.8539055,67.0236857
Competition,National Savings Centre,24.8574641,67.0263195
Competition,National Bank Of Pakistan SHC Branch,24.8557945,67.0230352
Competition,MCB Bank,24.8092163,67.0691022
Competition,Bank Al Habib,24.9349625,67.0779484
Competition,Nafa Islamic Saving Center,24.8092704,67.0692792
Competition,HabibMetro Bank,24.8092378,67.0690817
Competition,HabibMetro Bank,24.8092025,67.0690448
Competition,Bank AL Habib,24.9357539,67.074086
Competition,Bank AL Habib,24.9394209,67.043891
Competition,Habib Metro Bank (Allama Iqbal Road branch),24.8707155,67.0616972
Competition,Allied Bank,24.8709771,67.0610304
Competition,MCB Bank,24.8710966,67.0608027
Competition,Soneri Bank,24.8711389,67.0607333
Competition,lg plaza,24.8718267,67.0602527
Competition,Askari Bank,24.8714806,67.0599287
Competition,ziraat bank,24.872298,67.0601682
Competition,Summit Bank,24.8715684,67.0595725
Competition,MCB Bank,24.8630578,67.0082438
Competition,NIB Timber Market,24.8657907,67.0068816
Competition,JS Bank,24.8664879,67.0080239
Competition,Faysal Bank Timber Market,24.8662755,67.0076008
Competition,esahulat,24.8690529,67.0081687
Competition,Dubia Islamic bank Timber Market,24.8652467,67.0056435
Competition,"Soneri Bank, Timber Market",24.86527,67.00549
Competition,UAGC Head Office,24.8651665,67.0063743
Competition,Faysal Bank Limited,24.8670774,67.0098199
Competition,United Bank Limited,24.8673007,67.0098783
Competition,Habib Metro Bank Mission Road,24.8613248,67.007478
Competition,Tha Bank Of Punjab,24.8867969,67.1632403
Competition,Bank AL Habib,24.9427381,67.0715225
Competition,Allied Bank Khadda Market Branch,24.8145066,67.0503364
Competition,MCB,24.8128536,67.0494641
Competition,National Savings Centre,24.812807,67.0502311
Competition,Faysal Bank Khada Market Branch,24.812799,67.0508933
Competition,Dubai Islamic Bank,24.8122996,67.0494531
Competition,JS Bank,24.815335,67.0499112
Competition,Habib Metro Bank DHA Branch,24.8139373,67.0488161
Competition,Habib Metropolitan Bank,24.81393,67.0487021
Competition,HabibMetro Bank,24.8139666,67.0486491
Competition,MCB Bank,24.813607,67.0484226
Competition,Faysal Bank,24.9465671,67.1012212
Competition,BankIslami,24.9484598,67.1039775
Competition,Bank AL Habib,24.94308,67.096871
Competition,Dubai Islamic Bank,24.876017,67.0581473
Competition,"Habib Bank Limited, Khalid Bin Waleed Road Branch",24.8775631,67.058788
Competition,Bank Alfalah,24.8746358,67.054255
Competition,Bank AL Habib,24.9571983,67.0609379
Competition,United Bank - UBL,24.8462136,67.0375074
Competition,Habib Metropolitan Bank Cantt Station Branch,24.8461148,67.0375241
Competition,Habib Metro Bank,24.8461125,67.0375677
Competition,HBL,24.8457333,67.0377791
Competition,Habib Bank Limited,24.8444468,67.0407836
Competition,Bank AL Habib,24.9581023,67.0764541
Competition,United Bank - UBL,24.9774127,67.0871158
Competition,Sindh Bank,24.9775644,67.0866602
Competition,Allied Bank Ltd,24.977827,67.086633
Competition,Habib Metro Bank,24.9773969,67.086908
Competition,Allied Bank,24.9777422,67.0866568
Competition,Soneri Bank,24.9754989,67.0867507
Competition,Bank AL Habib,24.9596845,67.0619916
Competition,Bank Alfallah Cloth Market Branch,24.8507316,66.9981728
Competition,esahulat 61748,24.8657256,67.0139615
Competition,Askari Bank Limited,24.8617149,67.0135808
Competition,Bank AL Falah,24.8614622,67.0099388
Competition,Habib Bank Malir Halt Branch,24.8614622,67.0099388
Competition,HBL,24.8614622,67.0099388
Competition,UPPER GIZRI,24.8614622,67.0099388
Competition,OGDCL,24.8614622,67.0099388
Competition,MCB Bank,24.9369052,67.0766971
Competition,Askari Bank,24.935851,67.0752698
Competition,United Bank - UBL,24.9359012,67.0771365
Competition,UBL Bank,24.9358849,67.0772939
Competition,Bank AL Habib,24.9688781,67.0662834
Competition,Bank AL Habib,24.9707905,67.0671952
Competition,Faysal Bank,24.9380678,67.0768876
Competition,Sindh Bank,24.9348305,67.0780798
Competition,Allied Bank,24.9338507,67.0790974
Competition,HBL,24.9337165,67.079236
Competition,HBL Bank,24.9337471,67.0792615
Competition,Summit Bank,24.9366902,67.0778096
Competition,Habib Metro Bank,24.9370248,67.0767005
Competition,Bank Alfalah,24.9361014,67.074483
Competition,Bank Alfaha water pump Br.,24.9361004,67.074435
Competition,Dubai Islamic Bank,24.9388102,67.0789089
Competition,Bank AL Habib,24.9724518,67.0651767
Competition,Askari Bank Shershah Branch,24.8884201,66.9876716
Competition,MCB Bank Limited,24.8885241,66.9873869
Competition,Dubai Islami Bank Pakistan,24.8877559,66.9886741
Competition,Bank Alfalah,24.8883811,66.9880691
Competition,Sindh Bank,24.8876087,66.9895904
Competition,National Savings Centre,24.8900004,66.9852422
Competition,Summit Bank,24.88781,66.99244
Competition,Summit Bank LIMITED,24.8856369,66.9917194
Competition,Bank AL Falah Islamic Limited,24.8855438,66.9917563
Competition,United Bank - UBL,24.8900415,66.9846719
Competition,Soneri Bank Mustaqeem Branch,24.8642515,67.0746995
Competition,Silk Bank,24.8643258,67.0747957
Competition,Al Barka Bank,24.8642019,67.0747405
Competition,Dubai Islamic Bank Al Tijarah Branch,24.8642691,67.0748534
Competition,Faysal Bank,24.8279203,67.0550249
Competition,Standard Chartered Saadiq Bank,24.8280053,67.0543597
Competition,Allied Bank Limited,24.8295838,67.0510247
Competition,United Bank - UBL,24.8288012,67.050325
Competition,Care Takers Builders & Contractors,24.8295523,67.0590842
Competition,Habib Bank Limited (HBL),24.8274605,67.055219
Competition,Bank Islami,24.8278891,67.0544528
Competition,UBL Ameen Head Office,24.8280935,67.0558295
Competition,HabibMetro Bank,24.8288411,67.0502523
Competition,Bank AL Habib,24.977398,67.0866261
Competition,UBL - Firdous Colony Branch,24.9001967,67.0306814
Competition,BankIslami,24.8988893,67.0306198
Competition,Summit Bank,24.8981035,67.0303348
Competition,Dubai Islamic Bank,24.8996697,67.0301528
Competition,Faysal Bank,24.8974308,67.0304113
Competition,"Habib Bank, Rizvia Society Branch",24.9011115,67.0299663
Competition,Allied Bank Limited,24.9012066,67.0316451
Competition,Habib Bank Limited,24.9012121,67.0317802
Competition,National Bank of Pakistan (NBP),24.9022671,67.030017
Competition,Allied Bank Limited,24.8943878,67.0309191
Competition,"Industrial and Commercial Bank of China Limited, Karachi Branch",24.823773,67.035943
Competition,BankIslami,24.9440902,66.9341474
Competition,UBL Bank,24.9441668,66.9340958
Competition,Allied Bank,24.9433995,66.9345136
Competition,Nbp Pnad Maripur,24.9433058,66.9331513
Competition,Habib Bank Limited,24.9455187,66.9359046
Competition,Bank Al Habib ATM,24.9455232,66.9364213
Competition,BankIslami,24.9062725,67.0814615
Competition,Bank Al Habib,25.0032371,67.1015535
Competition,Bank Islami Pakistan Limited,24.9072546,67.0818017
Competition,MCB Islamic Bank,24.9071045,67.0815936
Competition,"Bank Al Islami, University Road Branche",24.9071457,67.0815918
Competition,Bank Alfalah,24.9061963,67.0802752
Competition,National Savings Centre,24.9074652,67.0819949
Competition,Al Baraka Islamic Bank,24.907747,67.0822511
Competition,Silkbank,24.9050217,67.0795829
Competition,United Bank - UBL,24.8668817,67.0523196
Competition,Standard Chartered Bank,24.8648331,67.0553527
Competition,First Islamic Modaraba,24.8637461,67.0542008
Competition,Al Baraka Bank,24.8677935,67.0525462
Competition,HabibMetro Bank,24.8682693,67.0515668
Competition,Habbib Bank Limited-Community Centre Branch,24.8691483,67.0503454
Competition,HBL Bank,24.8690433,67.05014
Competition,Samba Bank,24.86458,67.0544467
Competition,Allied Bank Limited,24.8641912,67.0549541
Competition,Bank Alfalah,24.8669954,67.056687
Competition,MCB Bank Limited,24.9345153,67.0723246
Competition,"Soneri Bank, Mustaqeem Islamic Banking, Water Pump Branch",24.93386,67.07271
Competition,Allied Bank Limited Aisha Manzil Branch,24.93234,67.0707882
Competition,Askari Bank & ATM,24.9327676,67.0701571
Competition,Bank Islami & ATM,24.9326069,67.0699802
Competition,Standard charted,24.9332868,67.071628
Competition,United Bank - UBL,24.9324753,67.0709028
Competition,SME Bank,24.931798,67.070066
Competition,Bank AL Habib,25.0192452,67.1256294
Meezan,26th Street Branch,24.800219,67.046733
Meezan,Abdullah Haroon Road Branch,24.863836,67.024539
Meezan,Abul Hassan Isphahani Road Branch,24.940162,67.099395
Meezan,Al Tijarah Centre Branch,24.864354,67.074668
Meezan,Al-Hilal Society Branch,24.89213,67.063035
Meezan,Al-Meezan Investment Nazimabad Branch,24.941879,67.049236
Meezan,Alamgir Road Branch,24.879378,67.071735
Meezan,Allama Iqbal Road Branch,24.870961,67.061901
Meezan,Army Officers Housing Society,24.894606,67.085202
Meezan,Artistic Milliners,24.878486,67.273788
Meezan,"Atlas Engineering, Karachi",24.856935,67.230628
Meezan,Azizabad Branch,24.924884,67.066979
Meezan,Baber Market Branch,24.843963,67.191855
Meezan,Bahadurabad Branch,24.879959,67.065219
Meezan,Bahria Town (Pvt) Ltd.,24.811631,67.029349
Meezan,Bahria Town Branch,24.992636,67.313849
Meezan,Bait Ul Mukarram Branch,24.905483,67.082077
Meezan,Baitus Salam Branch,24.827551,67.054821
Meezan,Baldia Town No 09 Branch,24.939317,66.959778
Meezan,Baradari North Karachi Branch,24.977969,67.055736
Meezan,Barkat-e-Hyderi Branch,24.940035,67.045936
Meezan,Beaumont Plaza Branch,24.844912,67.024869
Meezan,Bhittai Colony Korangi Branch,24.818186,67.105836
Meezan,Bilawal Chowk Branch,24.811156,67.017392
Meezan,Bin Qasim National Highway Branch,24.854299,67.224274
Meezan,Block - 1 Gulistan-e-Jauher Branch,24.924267,67.115471
Meezan,Block 4 Clifton Branch,24.809885,67.032038
Meezan,Block A - North Nazimabad Branch,24.927211,67.033135
Meezan,Block-18 Gulistan-e-Jauhar Branch,24.909415,67.122183
Meezan,Block-3A Kamran Chowrangi Branch,24.919876,67.133537
Meezan,Block-E North Nazimabad Branch,24.94002,67.045947
Meezan,Boat Basin Branch,24.827037,67.030106
Meezan,Bohrapir Branch,24.861876,67.014043
Meezan,Bombay Bazar Branch,24.853733,67.001752
Meezan,Boulton Market Branch,24.850579,67.000412
Meezan,Buffer Zone Branch,24.957155,67.061542
Meezan,Cattle Colony Branch,24.829657,67.259945
Meezan,Central Plaza Shopping Mall,24.864431,67.022822
Meezan,Clifton Branch,24.829923,67.03413
Meezan,Clifton Forum,24.827212,67.037798
Meezan,Cloth Market Branch,24.851341,66.998087
Meezan,Dalton Market Branch,24.81506,67.049696
Meezan,Darakhshan Society Malir Branch,24.88325,67.180611
Meezan,DHA Phase I Branch,24.836928,67.06894
Meezan,DHA Phase II Extention Branch,24.832812,67.072216
Meezan,DHA Phase IV Branch,24.825139,67.060373
Meezan,DHA Phase VII Commercial Avenue Branch,24.814375,67.069418
Meezan,Dhoraji Branch,24.885731,67.079233
Meezan,Dolmen Mall Tariq Road,24.876843,67.062888
Meezan,Drigh Road Cantt Bazar Branch,24.885253,67.131076
Meezan,F.B Area Branch,24.934969,67.072917
Meezan,F.B Industrial Area Branch,24.957801,67.076423
Meezan,FTC Branch,24.857871,67.051735
Meezan,Garden West Branch,24.877446,67.021466
Meezan,Generation\s School,24.928735,67.040754
Meezan,Generations\ School - South Campus,24.902419,67.005699
Meezan,Gizri Branch,24.827828,67.042475
Meezan,Gole Market Nazimabad Branch,24.915088,67.026252
Meezan,Gulbahar Branch,24.898688,67.030658
Meezan,Gulbai (HO) Branch,24.881021,66.973294
Meezan,Gulberg Branch,24.942864,67.071768
Meezan,Gulistan-e-Jauher Branch,24.914076,67.127268
Meezan,Gulshan -e- Iqbal Block 5 Branch,24.921201,67.093886
Meezan,Gulshan Chowrangi Branch,24.929067,67.097127
Meezan,Gulshan-e-Hadeed Branch,24.865643,67.353231
Meezan,Gulshan-e-Iqbal Block 2 Branch,24.922866,67.088973
Meezan,Gulshan-e-Iqbal Block 6 Branch,24.923796,67.092534
Meezan,Gulshan-e-Iqbal Branch,24.903813,67.076701
Meezan,Gulshan-e-Maymar Branch,25.021609,67.127457
Meezan,Gulzar-e-Hijri Branch,24.948339,67.103413
Meezan,Haji Camp,24.83935,67.015007
Meezan,Hamdard Hospital,24.907626,67.026169
Meezan,Hub River Road Branch,24.944096,66.934159
Meezan,Hussainabad Branch,24.916673,67.060227
Meezan,Hyderi Supermarket,24.929205,67.039973
Meezan,I.I. Chundrigar Road Branch,24.852469,66.995584
Meezan,Indus Hospital,24.816868,67.111787
Meezan,Indus Mehran Cooperative Housing Society Bran,24.901732,67.20246
Meezan,Jama Mall,24.85858,67.014251
Meezan,Jama-e-Millia Branch,24.875896,67.179095
Meezan,Jamia Ashraf ul Madaris,24.9132274,67.1373921
Meezan,Jamshed Road Branch,24.882191,67.051843
Meezan,Jodia Bazar Branch,24.855089,67.001209
Meezan,Joffa Towers Branch,24.910206,67.086282
Meezan,Jubilee Market Branch,24.865291,67.019278
Meezan,K.A.E.C.H.S Branch,24.859122,67.08227
Meezan,Karachi Boat Club,24.841719,66.998445
Meezan,Karachi Cantt. Branch,24.846944,67.037064
Meezan,Katchi Gali Branch,24.853678,67.005149
Meezan,KDLB Building Branch,24.849468,66.990968
Meezan,Kemari Branch,24.824255,66.980314
Meezan,Khalid Bin Waleed Road Branch,24.872873,67.055842
Meezan,Kharadar Branch,24.852593,66.995727
Meezan,Khatija Market Block,24.948498,67.043251
Meezan,Khayaban-e-Bukhari Branch,24.79516,67.065026
Meezan,Khayaban-e-Ittehad Branch,24.781239,67.057003
Meezan,Khayaban-e-Rahat Branch,24.809367,67.06914
Meezan,Khayaban-e-Sehar Branch,24.808866,67.063337
Meezan,Khayaban-e-Shamsheer Branch,24.801362,67.036712
Meezan,KORANGI DAR-UL-ULOOM,24.845469,67.165842
Meezan,Korangi Darul Uloom Branch,24.844316,67.167253
Meezan,Korangi II Branch,24.823871,67.141197
Meezan,Korangi Industrial Area Branch,24.835743,67.102487
Meezan,Korangi Industrial Area II,24.841025,67.129574
Meezan,Lasbella Chowk Branch,24.88679,67.032456
Meezan,Lea Market Branch,24.859253,67.000718
Meezan,Liaquat Market Malir Branch,24.894152,67.195481
Meezan,Liaquatabad Branch,24.905248,67.047298
Meezan,Liberty Mills,24.915931,67.007284
Meezan,Light House Branch,24.856377,67.010361
Meezan,M.A. Jinnah Road Branch,24.852139,67.002543
Meezan,Mahmoodabad Branch,24.852132,67.068939
Meezan,Malir Cantt Branch,24.944583,67.20311
Meezan,Marriott Hotel Branch,24.846566,67.031331
Meezan,Maskan Chowrangi Branch,24.934736,67.10525
Meezan,Metroville Branch,24.919756,67.002359
Meezan,Model Colony Branch,24.903183,67.184287
Meezan,Muhammad Ali Society Branch,24.87477,67.088023
Meezan,Nadir House Branch,24.849183,67.000375
Meezan,Naheed Super Store,24.877938,67.068655
Meezan,Nanakwara Branch,24.85703,67.004145
Meezan,Nazimabad No. 3 Branch,24.914052,67.030584
Meezan,New Challi Branch,24.852798,67.007558
Meezan,New Town Branch,24.879997,67.040453
Meezan,New Truck Stand Branch,24.870919,66.958552
Meezan,North Karachi Industrial Area Branch,24.977438,67.08756
Meezan,North Napier Road Branch,24.855812,67.004294
Meezan,North Nazimabad Block-M Branch,24.946946,67.052967
Meezan,North Nazimabad Branch,24.928142,67.04228
Meezan,Nursery Branch,24.861042,67.067188
Meezan,Orangi Town Branch,24.941256,67.010583
Meezan,P&O Plaza Branch,24.849293,67.00419
Meezan,PAF Museum,24.870498,67.095233
Meezan,Pakistan Chowk Branch,24.854756,67.01223
Meezan,Panorama Center Branch,24.855235,67.029998
Meezan,Paposh Nagar Branch,24.921827,67.022788
Meezan,PIB Colony Branch,24.893781,67.055229
Meezan,Plaza Square Branch,24.864129,67.022101
Meezan,PNS Karsaz,24.883568,67.096617
Meezan,PNSC Branch,24.844739,66.994967
Meezan,Power House Branch,24.97317,67.065992
Meezan,Rashid Minhas Road Branch,24.908413,67.108616
Meezan,Razi Road Branch,24.861389,67.06595
Meezan,Regal Chowk Branch,24.860706,67.023515
Meezan,S.I.T.E Branch,24.910356,67.010914
Meezan,Saba Avenue Branch,24.786366,67.059256
Meezan,Saddar Branch,24.858762,67.02964
Meezan,Saeedabad Baldia Town Branch,24.915558,66.963448
Meezan,Safoora Chowk Branch,24.938128,67.151756
Meezan,Shadman Town Branch,24.959882,67.062081
Meezan,Shah Faisal Colony Branch,24.885419,67.167175
Meezan,Shaheed-e-Millat Road Branch,24.876853,67.070107
Meezan,Shaheen Complex Branch,24.850611,67.019346
Meezan,Shahrah-e-Faisal Branch,24.862919,67.073434
Meezan,Shahrah-e-Orangi Branch,24.941199,66.99946
Meezan,Shahrah-e-Quaideen Branch,24.867172,67.052
Meezan,Shamsi Society Branch,24.884629,67.167977
Meezan,Sharafabad branch,24.88576,67.062028
Meezan,SHERATON HOTEL,24.846684,67.026565
Meezan,Shershah branch,24.888175,66.988518
Meezan,Shireen Jinnah Colony Branch,24.817866,67.002106
Meezan,Sidco Centre Branch,24.853889,67.026493
Meezan,Sir Syed Road Branch,24.877151,67.056576
Meezan,SITEII Super Highway Branch,25.006084,67.104256
Meezan,Soldier Bazar Branch,24.876505,67.033054
Meezan,Soorty Enterprises,24.837081,67.116723
Meezan,South Asia Pakistan Terminal,24.806935,66.983235
Meezan,Stock Exchange Branch,24.847498,66.998131
Meezan,Super Highway Branch,24.962326,67.10927
Meezan,Tahir Villa Chowrangi Branch,24.929857,67.0564
Meezan,Tariq Road Branch,24.869475,67.058252
Meezan,Textile Avenue Branch,24.906397,66.996611
Meezan,Timber Market Branch,24.865486,67.005811
Meezan,UFONE Center,24.848034,67.005199
Meezan,Ufone Contact Center,24.848034,67.005199
Meezan,United Medical & Dental College,24.793681,67.140397
Meezan,University Road Branch,24.928934,67.114769
Meezan,UP More Branch,24.969503,67.066257
Meezan,Urdu Bazar Branch,24.85935,67.016638
Meezan,Validus Engineering Karachi,24.903473,67.00224
Meezan,Water Pump Branch,24.93474,67.077659
Meezan,West Wharf Road Branch,24.8494,66.986368
Gated Community,KDA Overseas Bungalows,24.9127653,67.1064702
Gated Community,Askari Phase 4,24.9014127,67.1165809
Gated Community,National Stadium Colony,24.8955506,67.0839331
Gated Community,KDA Officers Society,24.9028663,67.0936133
Gated Community,Majeed SRE,24.8930482,67.1011678
Gated Community,NHS Karsaz,24.8923729,67.1017817
Gated Community,Falcon Complex Karachi,24.8659438,67.0846709
Gated Community,Malir Cantonment,24.9462804,67.1858042
Gated Community,Navy Housing Society,24.8211194,67.0366584
Gated Community,Navy Housing Scheme,24.8231422,67.0380319
Gated Community,Darul Salaam Society,24.8214348,67.1085049
Gated Community,Long Life Bungalows,24.9101893,67.1097502
Gated Community,Saadabad Society,24.9326447,67.1342888
Gated Community,Old Raavians Housing Society,24.9396805,67.1431535
Gated Community,Rizvia Society,24.9490956,67.1489954
Gated Community,Al-Muslim Society,24.9463187,67.147276
Gated Community,National Housing Society,24.9551375,67.150431
Gated Community,Steel Town Karachi,24.869774,67.3291083
Gated Community,Gulshan-e-Hadeed,24.8773682,67.3151336
Gated Community,Parsi Colony,24.8468615,67.0617628
Gated Community,Askari 1,24.8345964,67.0364927
Gated Community,Askari 2,24.8466938,67.0392367
Gated Community,Askari 3,24.8500409,67.039753
Gated Community,Sindh Baloch Cooperative Housing Society,24.912877,67.1345974
Gated Community,Masrur Colony,24.873477,66.9176916
Gated Community,NORE 1,24.8414059,67.0022843
Gated Community,NORE 3,24.8512798,67.0506093
Gated Community,NORE 2,24.8558681,67.0433431
Gated Community,PCSIR Society,24.9631541,67.1273125
Gated Community,Karachi University Housing Society,24.9593728,67.1196453
Gated Community,Kaneez Fatima Society,24.9593726,67.1130792
Gated Community,Bahria Town,25.0141904,67.2725908
Gated Community,DHA City,25.0032063,67.4415981
